review_text,rating,category,subject_id,subject_name,sentiment_class,reputation_index
"Хороший выбор, радует каждый день, хотя обычное качество.",5,Ресторан,SUBJ_0033,СуперСервисЛайн,2,0.9039
"Ужасное качество, не соответствует описанию, однако не идеально но сойдёт.",1,Спорт и отдых,SUBJ_0017,СтандартТрейд,0,-0.6481
"Обычный товар, посадка есть и плюсы и минусы.",2,Одежда,SUBJ_0030,ГлобалШоп,1,0.07
Довольно не стоит таких денег. Полное разочарование!,3,Ресторан,SUBJ_0024,СтандартМаркет,0,-0.394
"Не советую, низкое качество. С другой стороны, не впечатлило.",1,Книги,SUBJ_0015,ЛюксПро,0,-0.5036
Мощность хамское обслуживание. Ужасное качество.,3,Бытовая техника,SUBJ_0036,ЭкспрессЛайн,0,-0.4984
"Не советую, прочность долгая доставка.",1,Спорт и отдых,SUBJ_0003,СтандартХаб,0,-0.5274
Брак! довольно сломалось через неделю.,1,Одежда,SUBJ_0047,СуперСервисСток,0,-0.5925
Батарея быстро износилось. Ужасное качество.,1,Электроника,SUBJ_0038,ТехноМирПро,0,-0.1003
"Лучшее что покупал, всё как в описании. Однако без восторга.",5,Одежда,SUBJ_0047,СуперСервисСток,2,0.4261
Экран сломалось через неделю. Разочарован.,2,Электроника,SUBJ_0018,ГлобалПро,0,-0.5835
Крайне полностью доволен. Великолепно!,3,Одежда,SUBJ_0029,МаксимумГрупп,1,0.0924
Средний уровень. Пойдёт.,4,Книги,SUBJ_0008,ОптимаШоп,1,0.1119
"Ужасное качество, хамское обслуживание, хотя не идеально но сойдёт.",1,Одежда,SUBJ_0029,МаксимумГрупп,0,-0.7817
"Не рекомендую, цвет не работает.",2,Одежда,SUBJ_0023,ГлобалГрупп,0,-0.4643
"Замечательно, стоит своих денег, но есть и плюсы и минусы.",5,Одежда,SUBJ_0019,ГлобалГрупп,2,1.0
Материал стоит своих денег. Всё отлично.,4,Спорт и отдых,SUBJ_0030,ГлобалШоп,2,0.6252
"Прекрасная покупка, вкус отличный сервис.",4,Продукты питания,SUBJ_0025,ГлобалМаркет,1,-0.1357
Есть и плюсы и минусы. Могло быть лучше.,3,Спорт и отдых,SUBJ_0030,ГлобалШоп,1,-0.1552
Не идеально но сойдёт. Есть недостатки.,1,Продукты питания,SUBJ_0013,ЭкспрессТрейд,0,-0.618
"Ужасное качество, обман покупателей, правда не идеально но сойдёт.",2,Косметика,SUBJ_0008,ОптимаШоп,0,-0.313
Деньги на ветер!  низкое качество.,1,Отель,SUBJ_0004,ТехноМирПро,0,-0.4402
Вкус полностью доволен. Прекрасная покупка.,4,Продукты питания,SUBJ_0010,ЭкспрессГрупп,2,0.2702
Упаковка стоит своих денег. Супер.,5,Доставка,SUBJ_0016,МегаМаркетСток,2,0.4285
"Супер, работает идеально, при этом не идеально но сойдёт.",5,Косметика,SUBJ_0043,МегаМаркетСток,2,0.9896
Не советую. Но качество на высоте.,2,Косметика,SUBJ_0043,МегаМаркетСток,1,0.1242
"Соответствует цене, цены есть и плюсы и минусы.",3,Ресторан,SUBJ_0024,СтандартМаркет,1,-0.0265
"Всё отлично, всё как в описании, правда не впечатлило.",4,Одежда,SUBJ_0029,МаксимумГрупп,2,0.1243
"Очень доволен, срок годности быстрая доставка.",4,Продукты питания,SUBJ_0038,ТехноМирПро,2,0.6169
"Замечательно, содержание качество на высоте.",5,Книги,SUBJ_0002,МегаМаркетСток,2,0.5245
"Очень доволен, работает идеально, однако обычное качество.",5,Косметика,SUBJ_0043,МегаМаркетСток,2,0.4021
"Брак, атмосфера деньги не вернули.",3,Ресторан,SUBJ_0026,МаксимумГрупп,0,-0.5858
"Великолепно, прочность качество на высоте.",5,Спорт и отдых,SUBJ_0030,ГлобалШоп,2,0.4076
Лучшее что покупал! крайне буду заказывать ещё.,5,Отель,SUBJ_0039,СуперСервисХаб,2,0.4927
Не хуже других. Соответствует цене.,3,Косметика,SUBJ_0016,МегаМаркетСток,2,0.4872
"Полное разочарование, долгая доставка, хотя не впечатлило.",3,Бытовая техника,SUBJ_0013,ЭкспрессТрейд,0,-0.1845
Есть и плюсы и минусы. Неплохо но.,4,Спорт и отдых,SUBJ_0036,ЭкспрессЛайн,1,-0.1634
"Не советую, хамское обслуживание, правда есть и плюсы и минусы.",3,Ресторан,SUBJ_0026,МаксимумГрупп,1,0.3436
"Пойдёт, переплёт не идеально но сойдёт.",3,Книги,SUBJ_0035,МаксимумШоп,1,0.7844
"Понравилось, правда быстро износилось.",2,Одежда,SUBJ_0006,ТехноМирСток,1,0.0558
"Всё отлично, правда потерянная посылка.",2,Спорт и отдых,SUBJ_0028,ГлобалПлюс,1,0.0714
Дизайн нет нареканий. Всё отлично.,3,Спорт и отдых,SUBJ_0030,ГлобалШоп,1,0.1613
Соответствует цене. Не впечатлило.,3,Доставка,SUBJ_0014,ПремиумПлюс,1,0.0224
"Качественный продукт, при этом долгая доставка.",4,Косметика,SUBJ_0000,МегаМаркетПлюс,1,-0.0378
"Очень доволен, радует каждый день, правда можно взять если нужно.",5,Одежда,SUBJ_0012,МегаМаркетХаб,2,0.7834
Обслуживание радует каждый день. Прекрасная покупка.,5,Ресторан,SUBJ_0033,СуперСервисЛайн,2,-0.2351
"Ужасное качество, упаковка не стоит таких денег.",3,Продукты питания,SUBJ_0016,МегаМаркетСток,1,0.0487
"Худшая покупка, не стоит таких денег, хотя не идеально но сойдёт.",3,Отель,SUBJ_0005,ГлобалСток,1,-0.0971
"Жалею что купил, правда качество на высоте.",4,Доставка,SUBJ_0014,ПремиумПлюс,1,0.2369
Средне. Есть и плюсы и минусы.,4,Книги,SUBJ_0040,МегаМаркетХаб,1,0.1018
Ужасное качество! довольно долгая доставка.,2,Отель,SUBJ_0005,ГлобалСток,0,-0.8449
 не соответствует описанию. Разочарован!,2,Отель,SUBJ_0013,ЭкспрессТрейд,1,0.2156
Не хуже других. Приемлемо.,2,Продукты питания,SUBJ_0036,ЭкспрессЛайн,1,0.1283
"Топ, отличный сервис, но ожидал большего.",4,Одежда,SUBJ_0033,СуперСервисЛайн,1,0.129
Свежесть стоит своих денег. Рекомендую.,3,Продукты питания,SUBJ_0001,ГлобалЛайн,2,0.608
"Топ, курьер всё как в описании.",4,Доставка,SUBJ_0045,МаксимумМаркет,2,0.6886
"Рекомендую, цена доставки полностью доволен.",4,Доставка,SUBJ_0045,МаксимумМаркет,2,0.6771
"Качественный продукт, всё как в описании, однако можно взять если нужно.",4,Спорт и отдых,SUBJ_0028,ГлобалПлюс,1,0.2675
Весьма не стоит таких денег. Полное разочарование!,1,Бытовая техника,SUBJ_0004,ТехноМирПро,0,-0.7205
"Брак, перевод хамское обслуживание.",1,Книги,SUBJ_0020,ГлобалПро,0,-0.6862
Не впечатлило. Приемлемо.,3,Книги,SUBJ_0020,ГлобалПро,1,-0.0361
"Полное разочарование, не стоит таких денег, однако можно взять если нужно.",2,Отель,SUBJ_0013,ЭкспрессТрейд,0,-0.577
Качество пошива работает идеально. Прекрасная покупка.,4,Одежда,SUBJ_0012,МегаМаркетХаб,2,0.5533
"Есть недостатки, еда за такие деньги норм.",4,Ресторан,SUBJ_0024,СтандартМаркет,1,-0.2043
Довольно долгая доставка. Не рекомендую!,2,Доставка,SUBJ_0025,ГлобалМаркет,0,-0.2656
Курьер потерянная посылка. Кошмар.,3,Доставка,SUBJ_0025,ГлобалМаркет,0,-0.6907
Очень не работает. Разочарован!,2,Отель,SUBJ_0007,ЛюксХаб,0,-0.735
"Не советую, при этом качество на высоте.",4,Доставка,SUBJ_0014,ПремиумПлюс,1,-0.0485
Экран обман покупателей. Брак.,1,Электроника,SUBJ_0016,МегаМаркетСток,0,-1.0
Запах всё как в описании. Качественный продукт.,5,Косметика,SUBJ_0008,ОптимаШоп,2,0.1902
Могло быть лучше. Не впечатлило.,1,Книги,SUBJ_0015,ЛюксПро,0,-0.4307
Не рекомендую. Но быстрая доставка.,2,Отель,SUBJ_0005,ГлобалСток,1,-0.3272
Крайне низкое качество. Полное разочарование!,1,Отель,SUBJ_0013,ЭкспрессТрейд,0,-0.454
"Отвратительно, посадка потерянная посылка.",1,Одежда,SUBJ_0029,МаксимумГрупп,0,-0.1903
Худшая покупка! крайне не работает.,4,Отель,SUBJ_0017,СтандартТрейд,1,-0.1229
"Супер, стоит своих денег. С другой стороны, есть и плюсы и минусы.",4,Одежда,SUBJ_0011,ГлобалТрейд,2,0.2566
"Лучшее что покупал, стоит своих денег, но ничего выдающегося.",3,Книги,SUBJ_0009,ТехноМирМаркет,1,0.1264
Батарея быстрая доставка. Качественный продукт.,3,Электроника,SUBJ_0027,ГлобалТрейд,2,1.0
Плохой товар! весьма не работает.,3,Бытовая техника,SUBJ_0015,ЛюксПро,0,-0.6272
"Пойдёт, переплёт обычное качество.",4,Книги,SUBJ_0044,ЭкспрессПро,1,-0.4423
"Разочарован, низкое качество, однако без восторга.",3,Спорт и отдых,SUBJ_0022,СуперСервисТрейд,0,-0.6023
"Разочарован, хамское обслуживание, хотя не хуже других.",3,Косметика,SUBJ_0044,ЭкспрессПро,1,0.0381
Брак! слегка потерянная посылка.,1,Спорт и отдых,SUBJ_0021,ПремиумЦентр,0,-0.2197
"Замечательно, отличный сервис. Однако средний уровень.",2,Бытовая техника,SUBJ_0007,ЛюксХаб,1,-0.0023
Дизайн не стоит таких денег. Деньги на ветер.,1,Спорт и отдых,SUBJ_0019,ГлобалГрупп,0,-0.4612
Прекрасная покупка! довольно стоит своих денег.,3,Спорт и отдых,SUBJ_0022,СуперСервисТрейд,1,-0.2168
Упаковка обман покупателей. Кошмар.,2,Доставка,SUBJ_0014,ПремиумПлюс,0,-0.5759
"Лучшее что покупал, содержание отличный сервис.",5,Книги,SUBJ_0012,МегаМаркетХаб,2,0.2952
Очень низкое качество. Полное разочарование!,1,Спорт и отдых,SUBJ_0021,ПремиумЦентр,0,-0.2814
Цвет полностью доволен. Хороший выбор.,5,Одежда,SUBJ_0029,МаксимумГрупп,2,0.5484
Всё отлично! очень стоит своих денег.,4,Электроника,SUBJ_0018,ГлобалПро,2,0.4657
Немного сломалось через неделю. Ужасное качество!,3,Одежда,SUBJ_0037,ЛюксЦентр,0,-0.5258
"Разочарован, упаковка обман покупателей.",3,Косметика,SUBJ_0032,ОптимаМаркет,0,-0.6457
"Соответствует цене, звук можно взять если нужно.",3,Электроника,SUBJ_0018,ГлобалПро,0,-0.5336
"Всё отлично, расположение приятно удивлён.",4,Отель,SUBJ_0016,МегаМаркетСток,2,0.7316
"Есть недостатки, эффект не идеально но сойдёт.",3,Косметика,SUBJ_0008,ОптимаШоп,1,0.309
"Соответствует цене, дизайн без восторга.",3,Электроника,SUBJ_0027,ГлобалТрейд,1,0.0493
Очень быстро износилось. Разочарован!,2,Доставка,SUBJ_0026,МаксимумГрупп,0,-0.579
"На троечку, посадка ожидал большего.",4,Одежда,SUBJ_0023,ГлобалГрупп,2,0.801
"Соответствует цене, скорость есть и плюсы и минусы.",4,Доставка,SUBJ_0048,ПремиумСток,1,-0.1125
Средний уровень. Соответствует цене.,2,Продукты питания,SUBJ_0036,ЭкспрессЛайн,0,-0.3497
Немного стоит своих денег. Очень доволен!,5,Ресторан,SUBJ_0033,СуперСервисЛайн,2,-0.074
Не рекомендую! слегка низкое качество.,1,Книги,SUBJ_0031,ГлобалЦентр,0,-0.8052
На троечку. Не хуже других.,4,Доставка,SUBJ_0001,ГлобалЛайн,1,-0.0369
"Великолепно, полностью доволен, однако не идеально но сойдёт.",3,Отель,SUBJ_0034,ЛюксГрупп,1,0.3631
Есть и плюсы и минусы. Соответствует цене.,3,Книги,SUBJ_0015,ЛюксПро,1,0.0751
Скорость стоит своих денег. Отличный товар.,4,Доставка,SUBJ_0025,ГлобалМаркет,2,0.2153
Посадка быстрая доставка. Очень доволен.,5,Одежда,SUBJ_0037,ЛюксЦентр,2,0.4811
На троечку. Средний уровень.,2,Спорт и отдых,SUBJ_0022,СуперСервисТрейд,1,-0.268
"Деньги на ветер, не стоит таких денег, хотя обычное качество.",4,Спорт и отдых,SUBJ_0041,СтандартЦентр,1,0.2045
"Качественный продукт, нет нареканий, хотя средний уровень.",3,Спорт и отдых,SUBJ_0030,ГлобалШоп,2,0.2745
"Отличный товар, правда обман покупателей.",2,Книги,SUBJ_0020,ГлобалПро,1,0.2814
Кошмар!  пришло поврежденное.,1,Бытовая техника,SUBJ_0006,ТехноМирСток,0,-0.0893
Содержание не работает. Кошмар.,2,Книги,SUBJ_0024,СтандартМаркет,0,-0.3404
"Очень доволен, радует каждый день, правда бывает и лучше.",4,Спорт и отдых,SUBJ_0001,ГлобалЛайн,2,0.6508
"Топ, превзошло ожидания, правда есть и плюсы и минусы.",5,Косметика,SUBJ_0043,МегаМаркетСток,2,0.4593
Слегка не работает. Не советую!,2,Отель,SUBJ_0013,ЭкспрессТрейд,0,-0.7505
"Могло быть лучше, цены средний уровень.",4,Ресторан,SUBJ_0046,ТехноМирГрупп,1,-0.1283
"Разочарован, однако отличный сервис.",2,Доставка,SUBJ_0008,ОптимаШоп,1,-0.2486
"Так себе, курьер обычное качество.",2,Доставка,SUBJ_0014,ПремиумПлюс,1,-0.0478
"Великолепно, приятно удивлён. Однако за такие деньги норм.",5,Одежда,SUBJ_0010,ЭкспрессГрупп,2,0.6962
Приемлемо. За такие деньги норм.,4,Косметика,SUBJ_0016,МегаМаркетСток,1,-0.0657
Бывает и лучше. Есть недостатки.,4,Электроника,SUBJ_0021,ПремиумЦентр,1,0.1368
Кошмар! весьма сломалось через неделю.,3,Книги,SUBJ_0022,СуперСервисТрейд,1,0.2786
Отличный товар! крайне качество на высоте.,5,Ресторан,SUBJ_0041,СтандартЦентр,2,0.6795
"Топ, быстрая доставка, но за такие деньги норм.",3,Отель,SUBJ_0034,ЛюксГрупп,2,0.5049
"Брак, эффект хамское обслуживание.",3,Косметика,SUBJ_0044,ЭкспрессПро,0,-0.352
Неплохо но. Бывает и лучше.,2,Книги,SUBJ_0015,ЛюксПро,1,-0.1434
Крайне сломалось через неделю. Деньги на ветер!,2,Ресторан,SUBJ_0046,ТехноМирГрупп,0,-0.1127
"Не рекомендую, срок годности деньги не вернули.",2,Продукты питания,SUBJ_0015,ЛюксПро,0,-0.8669
"Деньги на ветер, при этом радует каждый день.",4,Бытовая техника,SUBJ_0022,СуперСервисТрейд,1,0.0127
Немного быстрая доставка. Качественный продукт!,5,Книги,SUBJ_0020,ГлобалПро,2,0.561
Всё отлично!  полностью доволен.,5,Ресторан,SUBJ_0033,СуперСервисЛайн,2,0.8725
Весьма долгая доставка. Полное разочарование!,1,Одежда,SUBJ_0041,СтандартЦентр,0,-0.7071
Могло быть лучше. За такие деньги норм.,2,Книги,SUBJ_0017,СтандартТрейд,1,-0.4108
За такие деньги норм. Приемлемо.,3,Электроника,SUBJ_0027,ГлобалТрейд,1,0.4154
"Полное разочарование, при этом всё как в описании.",4,Отель,SUBJ_0016,МегаМаркетСток,1,0.0577
Обычное качество. Соответствует цене.,3,Одежда,SUBJ_0047,СуперСервисСток,1,-0.1541
Крайне деньги не вернули. Ужасное качество!,1,Косметика,SUBJ_0036,ЭкспрессЛайн,0,-0.5794
Весьма радует каждый день. Рекомендую!,5,Отель,SUBJ_0034,ЛюксГрупп,2,0.6394
"Разочарован, при этом быстрая доставка.",3,Продукты питания,SUBJ_0038,ТехноМирПро,1,0.0616
Ничего особенного. Можно взять если нужно.,2,Одежда,SUBJ_0029,МаксимумГрупп,1,0.285
"Так себе, номер обычное качество.",3,Отель,SUBJ_0039,СуперСервисХаб,1,-0.2538
Немного потерянная посылка. Не советую!,3,Электроника,SUBJ_0009,ТехноМирМаркет,1,-0.3144
Средний уровень. Приемлемо.,1,Косметика,SUBJ_0003,СтандартХаб,0,-0.3834
Качественный продукт. Но хамское обслуживание.,3,Бытовая техника,SUBJ_0004,ТехноМирПро,1,-0.019
Надёжность хамское обслуживание. Брак.,1,Бытовая техника,SUBJ_0004,ТехноМирПро,0,-0.4621
Полное разочарование! крайне сломалось через неделю.,2,Электроника,SUBJ_0018,ГлобалПро,0,0.0224
"Отвратительно, быстро износилось. Но за такие деньги норм.",2,Ресторан,SUBJ_0032,ОптимаМаркет,0,-0.4538
Еда радует каждый день. Качественный продукт.,3,Ресторан,SUBJ_0041,СтандартЦентр,2,0.5017
"Супер, стоит своих денег. С другой стороны, не впечатлило.",4,Отель,SUBJ_0033,СуперСервисЛайн,2,0.4106
Средне. Без восторга.,4,Спорт и отдых,SUBJ_0015,ЛюксПро,1,0.3432
"Брак, не стоит таких денег, однако не хуже других.",1,Ресторан,SUBJ_0026,МаксимумГрупп,0,-0.1166
"Жалею что купил, быстро износилось, правда не идеально но сойдёт.",1,Продукты питания,SUBJ_0036,ЭкспрессЛайн,0,-0.5667
"Лучшее что покупал, переплёт радует каждый день.",5,Книги,SUBJ_0020,ГлобалПро,2,0.6471
"Кошмар, текстура не работает.",2,Косметика,SUBJ_0000,МегаМаркетПлюс,0,-0.3845
"Великолепно, вкус буду заказывать ещё.",5,Продукты питания,SUBJ_0001,ГлобалЛайн,2,0.1592
Качественный продукт! слегка работает идеально.,5,Доставка,SUBJ_0045,МаксимумМаркет,2,0.3345
Понравилось! крайне полностью доволен.,3,Доставка,SUBJ_0028,ГлобалПлюс,2,0.5048
Слегка быстро износилось. Кошмар!,1,Одежда,SUBJ_0037,ЛюксЦентр,0,-0.378
"Рекомендую, буду заказывать ещё, правда можно взять если нужно.",3,Одежда,SUBJ_0019,ГлобалГрупп,2,0.4523
"Прекрасная покупка, буду заказывать ещё, при этом обычное качество.",3,Бытовая техника,SUBJ_0047,СуперСервисСток,1,-0.3233
Деньги на ветер! немного не соответствует описанию.,4,Косметика,SUBJ_0014,ПремиумПлюс,1,0.1181
Всё отлично! слегка превзошло ожидания.,5,Отель,SUBJ_0048,ПремиумСток,2,0.5889
"Обычный товар, посадка не хуже других.",3,Одежда,SUBJ_0023,ГлобалГрупп,1,-0.0002
Деньги на ветер! крайне обман покупателей.,2,Бытовая техника,SUBJ_0007,ЛюксХаб,0,-0.3489
Хороший выбор! довольно нет нареканий.,4,Одежда,SUBJ_0047,СуперСервисСток,2,0.387
Соответствует цене. Не идеально но сойдёт.,3,Одежда,SUBJ_0002,МегаМаркетСток,1,0.0665
Переплёт не соответствует описанию. Худшая покупка.,2,Книги,SUBJ_0015,ЛюксПро,0,-0.5165
Скорость качество на высоте. Замечательно.,5,Электроника,SUBJ_0018,ГлобалПро,2,0.4382
"Жалею что купил, быстро износилось, правда не впечатлило.",2,Электроника,SUBJ_0013,ЭкспрессТрейд,0,-0.6619
"Всё отлично, радует каждый день. С другой стороны, можно взять если нужно.",4,Бытовая техника,SUBJ_0011,ГлобалТрейд,2,0.4547
Жалею что купил! крайне долгая доставка.,3,Доставка,SUBJ_0014,ПремиумПлюс,0,-0.1697
Скорость быстро износилось. Худшая покупка.,1,Электроника,SUBJ_0042,ПремиумСток,0,-0.6501
"Так себе, завтрак не идеально но сойдёт.",4,Отель,SUBJ_0017,СтандартТрейд,1,0.2519
Приемлемо. Не идеально но сойдёт.,3,Электроника,SUBJ_0027,ГлобалТрейд,1,0.1977
"Полное разочарование, быстро износилось, однако ничего выдающегося.",3,Ресторан,SUBJ_0036,ЭкспрессЛайн,0,-0.2769
"Хороший выбор, цвет качество на высоте.",2,Одежда,SUBJ_0001,ГлобалЛайн,1,0.1827
"Брак, перевод долгая доставка.",1,Книги,SUBJ_0010,ЭкспрессГрупп,0,-0.7385
"Худшая покупка, однако качество на высоте.",3,Косметика,SUBJ_0000,МегаМаркетПлюс,1,0.1716
"На троечку, упаковка не идеально но сойдёт.",3,Доставка,SUBJ_0014,ПремиумПлюс,1,0.1461
"Отличный товар, качество на высоте, правда без восторга.",4,Одежда,SUBJ_0017,СтандартТрейд,2,0.1089
Качество пошива буду заказывать ещё. Всё отлично.,3,Одежда,SUBJ_0047,СуперСервисСток,2,0.5261
"Могло быть лучше, номер можно взять если нужно.",2,Отель,SUBJ_0017,СтандартТрейд,1,-0.3326
"Неплохо но, цены не впечатлило.",5,Ресторан,SUBJ_0026,МаксимумГрупп,2,0.7304
Качество пошива превзошло ожидания. Всё отлично.,5,Одежда,SUBJ_0023,ГлобалГрупп,2,0.8778
"Не рекомендую, низкое качество, однако ожидал большего.",2,Ресторан,SUBJ_0041,СтандартЦентр,0,-0.503
"Ужасное качество, потерянная посылка. Но обычное качество.",2,Отель,SUBJ_0005,ГлобалСток,0,-0.4091
"Рекомендую, нет нареканий, но не впечатлило.",5,Одежда,SUBJ_0002,МегаМаркетСток,2,0.3948
Кошмар! слегка обман покупателей.,1,Бытовая техника,SUBJ_0020,ГлобалПро,0,-0.4503
"Обычный товар, мощность не впечатлило.",2,Бытовая техника,SUBJ_0004,ТехноМирПро,1,0.1011
"Очень доволен, нет нареканий. С другой стороны, средний уровень.",2,Электроника,SUBJ_0027,ГлобалТрейд,1,-0.2678
"Хороший выбор, упаковка полностью доволен.",5,Косметика,SUBJ_0018,ГлобалПро,2,0.7981
"Кошмар, материал обман покупателей.",2,Спорт и отдых,SUBJ_0039,СуперСервисХаб,0,-0.4201
Обычное качество. Нормально.,3,Спорт и отдых,SUBJ_0030,ГлобалШоп,1,-0.0204
"Прекрасная покупка, номер буду заказывать ещё.",3,Отель,SUBJ_0034,ЛюксГрупп,2,0.3782
"Супер, приятно удивлён. Однако можно взять если нужно.",5,Одежда,SUBJ_0012,МегаМаркетХаб,2,0.5085
Обычное качество. Обычный товар.,4,Одежда,SUBJ_0012,МегаМаркетХаб,1,-0.2715
"Есть недостатки, качество пошива бывает и лучше.",3,Одежда,SUBJ_0037,ЛюксЦентр,1,-0.2872
"Плохой товар, завтрак не работает.",1,Отель,SUBJ_0039,СуперСервисХаб,0,-0.3844
"На троечку, запах не идеально но сойдёт.",3,Косметика,SUBJ_0000,МегаМаркетПлюс,1,-0.1694
Довольно стоит своих денег. Супер!,5,Бытовая техника,SUBJ_0007,ЛюксХаб,2,0.2547
"Худшая покупка, обман покупателей. С другой стороны, обычное качество.",1,Косметика,SUBJ_0013,ЭкспрессТрейд,0,-0.3845
Пойдёт. Можно взять если нужно.,4,Спорт и отдых,SUBJ_0022,СуперСервисТрейд,1,-0.0629
Ничего выдающегося. Могло быть лучше.,5,Одежда,SUBJ_0012,МегаМаркетХаб,2,0.8556
Есть недостатки. Обычное качество.,5,Спорт и отдых,SUBJ_0021,ПремиумЦентр,2,0.7447
За такие деньги норм. Есть недостатки.,4,Доставка,SUBJ_0025,ГлобалМаркет,1,-0.2021
Неплохо но. Есть и плюсы и минусы.,3,Книги,SUBJ_0040,МегаМаркетХаб,1,0.1306
"Средне, упаковка за такие деньги норм.",2,Доставка,SUBJ_0045,МаксимумМаркет,1,0.3504
"Хороший выбор, но хамское обслуживание.",2,Косметика,SUBJ_0006,ТехноМирСток,1,-0.3758
"Отличный товар, удобство работает идеально.",3,Спорт и отдых,SUBJ_0037,ЛюксЦентр,1,-0.2495
Обслуживание низкое качество. Кошмар.,2,Ресторан,SUBJ_0046,ТехноМирГрупп,0,-0.4374
Упаковка работает идеально. Понравилось.,5,Косметика,SUBJ_0000,МегаМаркетПлюс,2,1.0
"Всё отлично, полностью доволен, но за такие деньги норм.",2,Продукты питания,SUBJ_0011,ГлобалТрейд,1,-0.0458
"Великолепно, хотя обман покупателей.",3,Косметика,SUBJ_0046,ТехноМирГрупп,1,0.2219
"Плохой товар, не соответствует описанию. Однако обычное качество.",1,Продукты питания,SUBJ_0036,ЭкспрессЛайн,0,-0.0512
"Жалею что купил. С другой стороны, полностью доволен.",4,Спорт и отдых,SUBJ_0022,СуперСервисТрейд,2,0.6244
"Так себе, срок годности не впечатлило.",3,Продукты питания,SUBJ_0036,ЭкспрессЛайн,1,0.1054
"Замечательно, быстрая доставка. Однако обычное качество.",3,Одежда,SUBJ_0047,СуперСервисСток,1,-0.1543
"Качественный продукт, всё как в описании, при этом не идеально но сойдёт.",3,Одежда,SUBJ_0011,ГлобалТрейд,1,-0.275
Приемлемо. Не идеально но сойдёт.,3,Книги,SUBJ_0040,МегаМаркетХаб,1,0.1947
"Полное разочарование, потерянная посылка. С другой стороны, бывает и лучше.",1,Продукты питания,SUBJ_0010,ЭкспрессГрупп,0,-0.0814
"Жалею что купил, долгая доставка. С другой стороны, обычное качество.",1,Книги,SUBJ_0015,ЛюксПро,0,-0.3328
"Полное разочарование, сломалось через неделю, правда ожидал большего.",3,Косметика,SUBJ_0032,ОптимаМаркет,0,-0.5968
"Нормально, шум есть и плюсы и минусы.",2,Бытовая техника,SUBJ_0044,ЭкспрессПро,1,0.2123
Крайне деньги не вернули. Разочарован!,1,Спорт и отдых,SUBJ_0022,СуперСервисТрейд,0,-0.5179
Персонал сломалось через неделю. Брак.,1,Отель,SUBJ_0013,ЭкспрессТрейд,0,-0.5893
Перевод работает идеально. Замечательно.,5,Книги,SUBJ_0035,МаксимумШоп,2,0.6438
Состав приятно удивлён. Великолепно.,4,Косметика,SUBJ_0008,ОптимаШоп,2,0.5124
 хамское обслуживание. Плохой товар!,2,Отель,SUBJ_0042,ПремиумСток,0,-0.6651
Могло быть лучше. Не впечатлило.,4,Отель,SUBJ_0039,СуперСервисХаб,2,0.6052
"На троечку, прочность не идеально но сойдёт.",4,Спорт и отдых,SUBJ_0021,ПремиумЦентр,2,0.3685
Скорость не работает. Кошмар.,1,Доставка,SUBJ_0025,ГлобалМаркет,0,-0.2257
"Хороший выбор, но долгая доставка.",2,Книги,SUBJ_0020,ГлобалПро,1,-0.2157
Скорость буду заказывать ещё. Топ.,5,Электроника,SUBJ_0027,ГлобалТрейд,2,0.402
"Хороший выбор, размер работает идеально.",4,Одежда,SUBJ_0023,ГлобалГрупп,1,0.1543
"Великолепно, качество на высоте. С другой стороны, не хуже других.",3,Доставка,SUBJ_0045,МаксимумМаркет,1,-0.3415
"Великолепно, буду заказывать ещё. Однако не идеально но сойдёт.",3,Одежда,SUBJ_0023,ГлобалГрупп,1,0.0653
Отличный товар! немного приятно удивлён.,3,Одежда,SUBJ_0011,ГлобалТрейд,2,0.5358
Размер не стоит таких денег. Разочарован.,1,Одежда,SUBJ_0047,СуперСервисСток,0,-0.3978
Размер приятно удивлён. Топ.,4,Одежда,SUBJ_0029,МаксимумГрупп,2,0.1618
Очень радует каждый день. Супер!,3,Книги,SUBJ_0009,ТехноМирМаркет,2,0.7782
"Плохой товар, правда приятно удивлён.",3,Одежда,SUBJ_0047,СуперСервисСток,1,0.3834
"Брак, быстро износилось, но не хуже других.",1,Косметика,SUBJ_0032,ОптимаМаркет,0,-0.9268
"Разочарован, не стоит таких денег, правда обычное качество.",1,Косметика,SUBJ_0044,ЭкспрессПро,0,-0.191
"Брак, атмосфера не работает.",2,Ресторан,SUBJ_0026,МаксимумГрупп,0,-0.6371
"Жалею что купил. С другой стороны, приятно удивлён.",3,Доставка,SUBJ_0014,ПремиумПлюс,1,0.1254
Печать нет нареканий. Лучшее что покупал.,5,Книги,SUBJ_0035,МаксимумШоп,2,0.8621
Очень быстрая доставка. Хороший выбор!,5,Косметика,SUBJ_0043,МегаМаркетСток,2,0.1685
"Хороший выбор, быстрая доставка. С другой стороны, за такие деньги норм.",3,Ресторан,SUBJ_0033,СуперСервисЛайн,1,0.0651
"Не советую, обман покупателей. Однако не хуже других.",3,Продукты питания,SUBJ_0036,ЭкспрессЛайн,1,-0.2393
"Средне, еда бывает и лучше.",2,Ресторан,SUBJ_0024,СтандартМаркет,1,-0.0122
Слегка хамское обслуживание. Деньги на ветер!,2,Книги,SUBJ_0049,ГлобалМаркет,0,-0.6896
Дизайн стоит своих денег. Лучшее что покупал.,5,Спорт и отдых,SUBJ_0043,МегаМаркетСток,2,0.2689
